199,4,SWC,WC,AWL,SWD,isValid
24.0,2162.0,6.292322,0.011100832,0
17.0,1121.0,5.472792,0.015165031,0
9.0,765.0,5.069281,0.011764706,1
10.0,806.0,5.9578166,0.012406948,0
13.0,815.0,5.7447853,0.01595092,0
9.0,1318.0,5.641123,0.006828528,0
27.0,1216.0,5.8404603,0.022203946,1
7.0,633.0,5.2906795,0.011058452,0
36.0,3599.0,5.875521,0.010002779,1
25.0,1166.0,6.2512865,0.021440823,0
9.0,784.0,5.4834185,0.011479592,0
2.0,41.0,5.390244,0.048780486,0
40.0,1959.0,5.7927513,0.02041858,1
24.0,1167.0,5.9691515,0.020565553,1
0.0,1.0,9.0,0.0,0
15.0,2758.0,8.0435095,0.0054387236,0
39.0,2644.0,5.9784417,0.014750378,0
14.0,1061.0,5.4297833,0.013195099,1
20.0,1802.0,6.703108,0.011098779,0
32.0,1140.0,5.6657896,0.028070176,1
15.0,1258.0,5.414944,0.011923688,0
39.0,1635.0,5.5009174,0.02385321,1
29.0,1702.0,5.423032,0.017038777,1
32.0,3281.0,6.341359,0.009753124,0
17.0,786.0,5.5648856,0.021628499,0
17.0,848.0,5.4410377,0.02004717,1
10.0,784.0,5.270408,0.0127551025,0
12.0,1277.0,5.259201,0.009397024,0
35.0,7356.0,5.1511693,0.004758021,0
13.0,999.0,5.2652655,0.013013013,0
34.0,2481.0,5.5570335,0.013704152,0
11.0,1016.0,5.8061023,0.010826772,0
34.0,5681.0,5.772047,0.005984862,0
40.0,1803.0,5.6189685,0.022185247,1
28.0,1250.0,6.516,0.0224,0
17.0,1657.0,5.136391,0.010259505,0
9.0,620.0,5.8580647,0.014516129,0
9.0,620.0,5.8580647,0.014516129,0
13.0,357.0,6.3669467,0.036414567,1
22.0,1814.0,5.7464166,0.012127894,0
34.0,2959.0,6.307874,0.011490368,1
29.0,4272.0,6.093399,0.0067883893,1
29.0,2350.0,5.8106384,0.0123404255,1
30.0,1365.0,6.1472526,0.021978023,1
15.0,1376.0,5.465843,0.010901162,1
24.0,1167.0,5.9691515,0.020565553,1
11.0,507.0,5.8777122,0.021696253,0
63.0,11235.0,5.786204,0.0056074765,1
15.0,1108.0,5.255415,0.013537906,1
14.0,1525.0,6.057705,0.009180328,0
0.0,1.0,0.0,0.0,0
25.0,1491.0,5.9832325,0.01676727,1
30.0,2094.0,5.257402,0.014326648,1
17.0,1478.0,5.292287,0.011502029,0
14.0,1025.0,5.604878,0.013658537,1
18.0,1161.0,5.8268733,0.015503876,1
21.0,1448.0,5.887431,0.014502763,1
15.0,1981.0,5.3271074,0.0075719333,0
10.0,307.0,5.602606,0.03257329,0
8.0,327.0,6.1834865,0.024464833,0
12.0,1097.0,5.7420235,0.010938925,0
0.0,1.0,0.0,0.0,0
10.0,924.0,5.224026,0.010822511,0
0.0,1.0,0.0,0.0,0
3.0,63.0,4.904762,0.04761905,0
19.0,738.0,5.3441734,0.025745258,1
13.0,804.0,5.0920396,0.016169155,0
11.0,154.0,5.162338,0.071428575,0
13.0,1337.0,5.6028423,0.009723261,0
38.0,4325.0,6.165318,0.008786127,1
25.0,1233.0,6.0437956,0.020275751,1
23.0,1177.0,6.39932,0.019541206,0
41.0,1622.0,5.798397,0.025277436,1
